PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,EC50 Qualifier,EC50,EC50 Standard Error,S0,SInf,Hill Slope,Num. Points,Max. Activity,Activity at 0.10uM,Activity at 0.19uM,Activity at 0.38uM,Activity at 0.75uM,Activity at 0.80uM,Activity at 1.50uM,Activity at 1.60uM,Activity at 3.00uM,Activity at 6.00uM
RESULT_TYPE,,,,,,,,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,INTEGER,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,"'<', '=', '>'",the concentration whereupon perceived activity reaches 50% of the maximum,the standard error for the calculated EC50 value,the fitted activity level at zero concentration,the fitted activity level at infinite concentration,the slope at EC50,the number of data points included in the plot,the maximum activity value observed,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration,The average measured activity of all accepted replicates at the specified concentration
RESULT_UNIT,,,,,,,,,MICROMOLAR,MICROMOLAR,PERCENT,PERCENT,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,,,,,,,
RESULT_ATTR_CONC_MICROMOL,,,,,,,,,,,,,,,,0.1,0.19,0.38,0.75,0.8,1.5,1.6,3,6
3389,24790134,1080132,CC1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)N3C(=O)C=CC3=O)N4CCOCC4,Active,55,,,=,2.848,1.057,0,-100,4,14,-101.4,-1.7,-7.6,-2,,8.2,,4.3,-58.8,-101.4
3390,24810768,4153842,CC1=CC=CC=C1NC(=S)N(CC2=CN=CC=C2)CC3=CC=CC=C3Cl,Active,61,,,=,0.8,1.19,-13,-100,1.91,14,-96.3,-13.6,-20.6,-28.3,-54.7,,-79.2,,-94.8,-96.3
3391,24806448,2063608,C1CC2=CC=CC=C2N(C1)C(=O)C3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],Active,70,,,<,0.1,,0,-104.2,1.11,14,-100.9,-56.1,-64,-86.1,-99.2,,-100.1,,-100.7,-100.9
3392,24784580,4535572,CC1=CC2=NC(=C(N2C=C1)NC3=CC=CC=C3)C4=CC=CC=N4,Active,59,,,=,1.156,1.092,-13.9,-99.6,3.48,14,-98.1,-9.5,-11.7,-23.9,,-30.8,,-79.2,-98.1,-97.8
3393,17413871,2974731,CN(C1=CC=CC(=C1)NC(=O)CN(C2=CC=C(C=C2)C34CC5CC(C3)CC(C5)C4)S(=O)(=O)C)S(=O)(=O)C,Active,58,,,=,1.598,1.055,0,-100,4,14,-99.1,-0.2,9.4,0.8,-11.5,,-40.6,,-99.1,-96.2
3394,24796189,2988458,COC1=C(C=CC(=C1)CNCCC2=CC=CC=C2F)OCC(=O)N3CCCCC3.Cl,Active,64,,,=,0.393,1.119,0,-103.9,1.16,14,-97.4,-15.3,-37.3,-47,-69.1,,-88.8,,-96.6,-97.4
3395,14734122,4229853,CC1=CC=C(C=C1)CSCC(=O)N2CCN(CC2)C3=CC=C(C=C3)F,Active,57,,,=,2.178,1.05,25,-100,3.53,14,-96.2,29,26.8,38.4,24.4,,-2,,-69,-96.2
3396,14741720,3767566,C1=CC2=NC3=C(C=C(C(=N)N3CC4=CN=CC=C4)C(=O)NCC5=CC=C(C=C5)F)C(=O)N2C=C1,Active,59,,,=,1.222,1.088,-3.6,-106.6,1.77,14,-98.6,-6.6,-4.9,-15,,-39.8,,-62.1,-94.3,-98.6
3397,26728136,6409920,CC1=CC2=C(C=CC=C2NC(=O)NC3=CC=C(C=C3)C(F)(F)F)N=N1,Active,53,,,=,4.555,1.124,-3.7,-100,4,13,-82.9,-0.2,-3.9,-0.4,-3.7,,-15.2,,-13,-82.9
3398,24829937,4320212,COC1=CC=C(C=C1)N(CCCN2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O)C(=O)C5=CN=CC=C5,Active,62,,,=,0.666,1.085,2.4,-94.1,2.79,14,-96.1,-1.7,3,-13.6,,-60,,-82.3,-93.3,-96.1
3399,17415629,2914243,C1CN(CCN1C2=CC(=C(C=C2)[N+](=O)[O-])NCC3=CN=CC=C3)S(=O)(=O)C4=CC=C(C=C4)Cl,Active,59,,,=,1.381,1.066,0,-100,2.78,14,-101.1,2,-2.5,-5.9,,-19.4,,-57.2,-93.3,-101.1
3400,7970468,3561768,C1=CC=NC(=C1)C2=CSC(=N2)NC(=O)C3=CC=C(S3)Cl,Active,66,,,=,0.279,1.19,0,-100.2,4,12,-99.2,14.8,23.2,-98.4,-99.2,,-98.3,,-96.5,-95.9
3401,24834721,5091952,CCOC1=CC(=C(C=C1NC(=O)C2=NC3=CC=CC=C3C=C2)OCC)N4CCOCC4,Active,56,,,=,2.632,1.164,-25,-100,2.31,12,-100.7,-17.4,-17.1,-38.1,,-30.4,,-43.1,-60.3,-100.7
3402,24790441,16189546,CCOC1=CC=C(C=C1)C2=CC(=[N+](C(=C2)C)CCO)C3=CC=C(C=C3)OCC.[O-]Cl(=O)(=O)=O,Active,70,,,<,0.1,,0,-99.5,1.52,13,-99.8,-55,-80.1,-89.5,,-94.4,,-98.8,-99.8,-99.8
3403,49668015,16007418,CCCCN(CC)CCNC(=O)C1=CC2=C(S1)N(N=C2C3=CC=C(C=C3)Cl)C,Active,61,,,=,0.809,1.182,22.7,-100,1.52,14,-96.6,18.9,9.9,-9,-34.3,,-62.8,,-88.2,-96.6
3404,24818414,2767136,C1=CC=C(C=C1)NC(=O)C2=C(C=CS2)OC3=C(C=C(C=C3)[N+](=O)[O-])F,Active,58,,,=,1.416,1.152,0,-100,1.34,14,-97.9,-0.7,-14.7,-18.3,,-30.7,,-47.7,-72,-97.9
3405,17408381,1459762,CC1=C2C(=CC=C1)C=C(C(=N2)Cl)CN(CC3=CN=CC=C3)C(=O)C4=CC=CC=C4F,Active,67,,,=,0.204,1.028,0,-95.9,3.17,14,-98.2,-6,-46.7,-82.1,-92.9,,-95.2,,-96.6,-98.2
3406,47198990,784090,COC1=CC=CC=C1CNC2=CC3=C(CCC3)C=C2,Active,57,,,=,2.208,1.274,10.5,-79.2,2.48,13,-69.6,9.8,15.7,11,-5.5,,-8.2,,-54.1,-69.6
3407,17416036,9586311,C1=CC=C(C(=C1)COC2=CC=C(C=C2)/C=N/N=C(N)N)Cl,Active,63,,,=,0.539,1.155,-20,-98.1,2.19,14,-100,-21.5,-27.9,-45.5,-71.2,,-91.3,,-100,-94.1
3408,24812725,6622738,CC1=CC2=C(C=C1)N=C(C3=C2SC(=C3)C(=O)N(CCN(C)C)CC4=CC=CO4)Cl,Active,69,,,=,0.123,1.045,0,-101.1,1.95,14,-100.8,-42.3,-67.4,-96.7,,-97.7,,-99.3,-100.8,-100.4
3409,24813610,16194080,CC1=C(C=C(C=C1)N2C(=C(C=N2)C(=O)NC3=CC(=CC(=C3)Cl)Cl)C4CCNCC4)C.Cl,Active,57,,,=,2.02,1.156,-11.3,-100,1.61,14,-98.1,-5.3,-12.1,-24.1,-31.1,,-41.5,,-62.5,-98.1
3410,51087151,16799150,CC1=CC(=C2C(=C1)SC(=N2)N(CCCN(C)C)C(=O)C3=CC4=C(C=C3)OCCO4)C.Cl,Active,63,,,=,0.5,1.088,-17,-99.2,2.33,14,-100.2,-21.5,-21.2,-47,-76.9,,-90,,-99.3,-100.2
3411,17387062,1236985,C1=CC=C2C(=C1)C=CC3=C2OC(=CC3=O)C(Cl)(Cl)Cl,Active,60,,,=,0.893,1.066,-4.9,-101.5,4,14,-98.8,-0.4,-2.4,-17.3,-32.4,,-98.1,,-98.6,-98.8
3412,49644648,1172423,CCOC1=CC(=C(C=C1NC(=O)C2=CC=CC=C2C(=O)O)OCC)NC(=O)C3=CC=CC=C3F,Active,52,,,=,5.828,1.204,-20.7,-100,1.51,12,-65.2,-21.5,-16.8,-30.2,,-21.4,,-37.3,-36.3,-65.2
3413,17505139,5331443,C1=CC=C2C=C(C=CC2=C1)/C=N/NC(=S)N,Active,61,,,=,0.858,1.052,3.9,-102.1,4,14,-100.8,11.8,-2.2,-2.9,-33.4,,-95.1,,-100.6,-100.8
3414,22415285,2923429,CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)OCCNCCCOC.C(=O)(C(=O)O)O,Active,62,,,=,0.611,1.23,0,-111.1,1.05,14,-100.1,-14.6,-24.9,-45,,-59.2,,-82.8,-96,-100.1
3415,49679530,135816301,CCCOC1=C(C=C(C=C1)C2=C(C(=O)NC(=N2)SCC3=CC=CC=C3)C#N)OC,Active,55,,,=,3.112,1.152,13.7,-100,1.39,12,-74,11,15.2,5.7,,5.9,,-29.5,-33.1,-74
3416,47204978,135468566,CC1=CC(=NC2=CC=CC=C12)SCC(=O)N/N=C/C3=C(C=C(C=C3)O)O,Active,58,,,=,1.706,1.081,-10.3,-100,2.87,13,-100.9,-5,-5.3,-15.4,-24.6,,-42.6,,-88.2,-100.9
3417,14729194,1474487,C1=CC=C(C(=C1)C(=O)OCN2C(=O)C(=C(C=N2)Br)Br)Cl,Active,57,,,=,2.028,1.117,25,-108.2,4,13,-98.8,23.9,31.3,44.4,,25.6,,-2.8,-98.6,-98.8
3418,24804254,701939,CN1C2=CC=CC=C2C(=C(C1=O)[N+](=O)[O-])Cl,Active,57,,,=,1.869,1.054,-5.6,-94.6,4,13,-92.3,-10,-5.8,-3.4,,-6.2,,-35.4,-86,-92.3
3419,47195913,1012900,CC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3C(=O)O)C,Inactive,0,,,>,60,,,,,13,14.2,-5.7,-1.8,0.5,-2.9,,1.1,,4.5,14.2
3420,3711188,2997535,CC1=CC(=C(C=C1)C)S(=O)(=O)N2CCN(CC2)CC(=O)NC(=O)NCC3=CC=CC=C3,Active,61,,,=,0.72,1.144,-6.6,-97.3,1.81,14,-96,-6.2,-20.9,-22.2,,-60.7,,-77,-91.5,-96
3421,14729481,3669957,C1CN(CC=C1C2=CC=C(C=C2)Cl)C(=O)NC3=CC(=CC=C3)F,Active,58,,,=,1.484,1.084,4,-100,2.69,13,-99.2,2.3,7,3.1,,-17.3,,-48.5,-91.1,-99.2
3422,49644998,24747116,C1=CC=C(C=C1)CCNCC2=CC=C(C=C2)[N+](=O)[O-].C(=O)(C(=O)O)O,Active,63,,,=,0.528,1.121,0,-100,0.86,13,-92.7,-17,-36.2,-44.2,-48.8,,-67,,-89.3,-92.7
3423,24827081,2452101,CN\1C(=O)CS/C1=C\C(=O)NC2=CC=CC=C2OC,Active,60,,,=,0.949,1.177,-1.3,-86.6,1.69,13,-87.2,-7.2,0.6,-21.1,,-34.8,,-65.5,-71.5,-87.2
3424,26731037,2811316,COC(=O)C1=CN=C(N=C1C(F)(F)F)N2CCCN(CC2)S(=O)(=O)C3=CC=C(C=C3)C(F)(F)F,Active,55,,,=,3.033,1.064,-5.5,-100,2.97,14,-87.5,-2.5,-8.3,-4.9,,-9.9,,-15.4,-53.5,-87.5
3425,24813639,6619971,CCCNC(=O)CN1C(=O)C2=C(S1)N=C(C=C2C)C,Active,55,,,=,3.077,1.08,-18,-100,4,13,-95,-13.3,-21.8,-13.9,,-22.9,,-20.6,-57.5,-95
3426,47202280,2973957,COC1=CC(=C(C=C1)OC)NC2=NC3=CC=CC=C3C(=N2)NCCO.Cl,Active,57,,,=,2.105,1.143,8.2,-100,1.76,11,-59.3,17.8,2.2,-2.8,,1.1,,-40,-59.3,
3427,14732945,5393549,CC1=CC=C(C=C1)C(=O)N/N=C/C2=CC=C(S2)[N+](=O)[O-],Active,61,,,=,0.72,1.084,-5,-97.4,3,14,-100.3,-8.5,-5.3,-14.1,,-61.4,,-84.5,-96.5,-100.3
3428,26662242,16682272,CC1=CC=C(C=C1)C2=C[N+]3=C(N2C4=CC=CC=C4)CCC3.[Br-],Active,60,,,=,0.94,1.112,17.5,-100,1.79,14,-99.9,17.3,6.3,3.1,-34.2,,-60.7,,-87.2,-99.9
3429,22413600,14641348,[B-](F)(F)(F)F.C1=CC=C(C=C1)C2=CC(=[N+](C(=C2)C3=CC=CC=C3)C4=NC5=C(N4)C=C(C=C5)[N+](=O)[O-])C6=CC=CC=C6,Active,59,,,=,1.179,1.091,-12.6,-100,1.9,14,-101,-15.1,-10.1,-26.5,-38.1,,-64.8,,-86.8,-101
3430,14726656,9549603,CN1CCC(CC1)OC(=O)C2=CC=C(C=C2)OC.Cl,Active,70,,,<,0.1,,0,-99.2,1.45,14,-98.6,-66.9,-80.8,-94.9,,-97.5,,-98.6,-98.5,-97.9
3431,24812734,6622403,CCN1C2=CC=CC=C2C3=C(C1=O)C=C(S3)C(=O)N(C)C4=CC=CC=C4OCC,Active,58,,,=,1.426,1.122,-14,-100,1.81,14,-100.1,-7.7,-19.5,-26.2,,-37.1,,-56.6,-83.9,-100.1
3432,26669418,16682556,CCN(CC)CC[N+]1=C(C=C(C=C1C)C2=CC=C(C=C2)OCC)C3=CC=C(C=C3)OCC.[O-]Cl(=O)(=O)=O,Active,70,,,<,0.1,,,,,13,-100.5,-94,-92.7,-98.2,-99.8,,-100.4,,-100.5,-98.4
3433,24782122,10000306,CC1=CC2=C(C=C1C)NC3=C2C=[N+](C4=CC=CC=C43)C.[I-],Active,62,,,=,0.68,1.128,-16.5,-101.4,2.39,14,-100.1,-21.7,-12.6,-39.4,,-63,,-95.4,-100.1,-98.4
3434,24811872,4592792,CCOC(=O)C1CCN(CC1)C2=NC=NC3=C2C(=CN3C4=CC=CC=C4)C5=CC=CC=C5,Active,57,,,=,2.228,1.15,-10.2,-100,1.8,14,-91.1,-11.6,-12.4,-11,-20.1,,-44.3,,-61.4,-91.1
3435,50086514,3835571,COC1=CC=C(C=C1)CCNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(C2=N)C5CCCCC5,Active,57,,,=,2.165,1.091,-6.4,-100,3.79,14,-96.3,4.3,-1.4,-14.4,,-18.3,,-26.1,-80.9,-96.3
3436,24802952,16192604,CN(C)C1=CC=[N+](C=C1)CC(=O)C2=CC=C(C=C2)C3=CC=CC=C3.[Cl-],Active,63,,,=,0.515,1.106,2.4,-102.2,1.79,14,-100,0.5,-19.7,-31.5,,-70.8,,-91.3,-97.7,-100
3437,844028,646338,CC1=NC(=C2C(=N1)N(N=N2)CC3=CC=CC=C3Cl)NC4=CC5=C(C=C4)OCCO5,Active,56,,,=,2.737,1.054,-2.3,-100,1.84,14,-80.6,-3.1,-3.4,-3.3,,-12.7,,-27.6,-56.4,-80.6
3438,17407543,1454820,CC1=CC2=C(C=C1C)N=C(N2)CCN(CC3=CN=CC=C3)C(=S)NC4=CC=C(C=C4)F,Active,61,,,=,0.844,1.067,0,-94.9,3.8,12,-96.6,-6,6.5,1.4,,-43.9,,-84.7,-94.2,-96.6
3439,7972032,5310596,CN(C)C1=CC=C(C=C1)/C=C/CN2CCN(CC2)C3=CC=CC=C3OC,Active,58,,,=,1.458,1.111,25,-100,1.72,14,-91.8,27.6,30.3,6.9,,-13.7,,-30.7,-79.5,-91.8
3440,49672872,135578967,CC1=NC=C(C=C1)C(=O)N/N=C/C2=C(C=CC3=CC=CC=C32)O,Active,58,,,=,1.589,1.223,13,-100,1.14,13,-93,7.7,8.8,-9.8,-24.6,,-37.4,,-58.6,-93
3441,17408268,3219077,CC1=CC2=NC3=C(C=C2C=C1)C=C(S3)C(=O)N(CC(=O)NC4CCCC4)C5=CC=CC(=C5C)C,Active,58,,,=,1.614,1.127,-12.9,-100,2.63,13,-101.1,-15,-9.1,-12.4,-28.8,,-48.6,,-87.6,-101.1
3442,4240909,135412516,CC1=CC=C(C=C1)N=C2C(=CC3=C(O2)C=C(C=C3)O)C(=O)N,Active,54,,,=,3.695,1.065,-21.8,-100,2.29,12,-82.4,-21,-24,-14.1,-24.3,,-34.2,,-48.9,-82.4
3443,14732183,5190015,CC1=CC(=CC=C1)NC(=S)N=NC2=C(N(C3=CC=CC=C32)CC=C)O,Active,63,,,=,0.558,1.048,11.3,-99.1,4,14,-99.2,15.6,3.9,-6.3,-74.5,,-97.8,,-97.9,-99.2
3444,856658,658010,CC1(CC2=C(CN1C)C(=NC(=C2C#N)SCC3=CC=CC=C3)N4CCOCC4)C,Active,62,,,=,0.62,1.082,0,-100,1.79,14,-99,0.9,-7.6,-32.6,,-63.2,,-79,-96.3,-99
3445,7976531,689261,COCC1=C2C=CC=NC2=C(C(=C1)CN3CCCC3)O,Active,55,,,=,3.073,1.039,-9.1,-100,3.38,10,-52.7,-9.6,-9,,-9.3,,-16.6,,-52.7,
3446,17511469,1850240,CN1C/C(=C\C2=CSC=C2)/C(=O)/C(=C\C3=CSC=C3)/C1,Active,68,,,=,0.156,1.048,0,-99.7,1.33,14,-98.7,-36.4,-56.8,-74.9,-90.2,,-97,,-98.7,-96.4
3447,26730226,2725904,C1=CC(=CN=C1)NC2=NC(=CS2)C3=CC=C(C=C3)Cl,Active,65,,,=,0.3,1.179,0,-100,0.58,14,-94.6,-34.8,-50.3,-49.4,,-61.6,,-65.6,-79.1,-94.6
3448,14718984,1214682,C1=CC=C(C=C1)N2C(=N)C(=CC(=N2)C(=O)C3=CC=CS3)C4=NC5=CC=CC=C5N4,Active,64,,,=,0.39,1.064,21.4,-98.3,3.37,14,-99,25,4,-32,-91.8,,-95.7,,-95.2,-99
3449,26724370,4296722,C1COCCN1S(=O)(=O)C2=CC(=C(C=C2)N3C=NC=N3)NC(=O)C4=CC=C(C=C4)Cl,Active,56,,,=,2.542,1.069,22.6,-100,3.18,14,-82.9,22.2,17.8,29.9,14.5,,8.9,,-59.6,-82.9
3450,14734463,9586688,COC1=CC=C(C=C1)C2=C(OC(=C2C#N)/N=C/N3CCCC3)C4=CC=C(C=C4)OC,Active,58,,,=,1.746,1.13,-20.4,-100,2.39,14,-95,-15,-28.8,-21,,-29.3,,-57.5,-82.2,-95
3451,4242621,3237452,CCCCNC1=NC(=NC(=N1)N(C)C2=CC=CC=C2)N3C=CN=C3,Active,63,,,=,0.55,1.093,-25,-100,3.2,12,-100.2,-35.6,-23.9,-39,,-84.6,,-97.2,-100.2,
3452,49718983,24790586,CC1=C(C(=NN1C(C)C)C)CN2CCC(CC2)C(=O)NC3=CC=CC(=C3)C4=CC(=CC=C4)F,Active,59,,,=,1.148,1.101,0,-100,1.77,14,-95.9,-7.8,3.4,-3,-44.1,,-55.6,,-84.4,-95.9
3453,26671635,135554384,C1OC2=C(O1)C=C(C=C2)C3=NNC(=C3)C(=O)N/N=C/C4=CC=CC=C4O,Active,58,,,=,1.658,1.196,10.7,-100,1.29,13,-94,0.9,7.9,2.4,,-27.3,,-45.8,-50.8,-94
3454,26658469,9620336,CC1=NC2=C(C(=O)N1/N=C/C3=CC(=C(C=C3)OC)CN4CCCC4)NC5=C2C=C(C=C5)OC,Active,70,,,<,0.1,,0,-98.8,0.5,12,-98.7,-77.5,-74.6,-82,-87.2,,-93.1,,-91.4,-98.7
3455,22411119,2322219,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=NC(=CS3)C4=CC5=CC=CC=C5O4,Active,54,,,=,4.209,1.208,0,-100,1.44,13,-63.5,-6.5,-11,-10.3,0.1,,-8.7,,-63.5,-56.8
3456,17504004,135497930,COC1=C(C=C(C=C1)/C=C/C2=NC(=NC(=N2)N)C3=CC=CC=C3O)OC,Active,57,,,=,2.089,1.118,0,-100,1.52,13,-95.1,1.2,8.7,-15.9,,-21.5,,-39.3,-53.6,-95.1
3457,49828546,8919134,CC(C)N(CCNC(=O)C1=NN(C(=O)C2=CC=CC=C21)CC3=CC=CC=C3)C(C)C,Active,58,,,=,1.463,1.087,-11,-100,1.83,13,-95.1,-10.2,-14.2,-16.4,,-36.3,,-55.8,-82.7,-95.1
3458,24826709,16195967,CC1=CC(=C(N1C2=CC=CC=C2F)C)/C(=C(/C(=S)NC3=CC(=CC=C3)OC)\[N+]4=CC=C(C=C4)N(C)C)/[O-],Active,62,,,=,0.645,1.119,-24.9,-90.2,4,13,-97.6,-27.9,-24.8,-29.6,-69,,-85.7,,-87,-97.6
3459,24818258,750129,CCOC(=O)C1=CC=C(C=C1)NC(=S)NN2CCN(CC2)C,Active,60,,,=,1.08,1.11,0,-100,0.87,13,-86,-6.7,-19.4,-35.5,,-42.3,,-53.5,-70,-86
3460,24808190,6872217,CC1=CC(=NN1)C(=O)N/N=C/C2=C(C(=CC(=C2)Br)Br)OC(=O)C3=CC(=CC=C3)OC,Active,60,,,=,0.942,1.087,6.7,-100,2.5,13,-101,9,5.8,-7,,-34.9,,-75.4,-101,-98.9
3461,24818732,1491027,CC1=CC=C(C=C1)SC2=C(C=C(C=C2)CN3CCCC3)[N+](=O)[O-],Active,67,,,=,0.206,1.083,0,-102.4,1.63,14,-102.8,-28,-42.4,-80,-90.7,,-96.1,,-101.3,-102.8
3462,16952652,2524043,C1CC2=C(C1)C=C(C=C2)NC(=O)CN3C=NC4=C(C3=O)C=CC(=C4)[N+](=O)[O-],Active,63,,,=,0.5,1.09,0,-108,1.07,14,-98.6,-16.9,-31,-44.1,-62.9,,-85.8,,-95.8,-98.6
3463,50085530,2815701,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2=CC=C(C=C2)N(C)C,Active,59,,,=,1.394,1.177,-25,-100,1.46,14,-99.2,-31.5,-33.1,-35.9,,-40.2,,-66,-80.2,-99.2
3464,49666927,2006281,CC1=CC(=NN1C2=NC3=CC=CC=C3C(=O)N2OCC#N)C,Active,59,,,=,1.144,1.083,15.7,-100,2.99,13,-98.4,18,6.1,14.4,-11,,-63.6,,-95.3,-98.4
3465,24820890,9594753,C1=CC(=CN=C1)/C=N/NC2=NC(=CS2)C3=CC=C(C=C3)Br,Active,58,,,=,1.443,1.1,10.1,-100,2,14,-100.4,20.4,-0.3,-0.2,,-17.1,,-46.2,-81,-100.4
3466,17412005,5341357,C/C(=N\NC(=O)C1=CC(=C(C=C1)Cl)Cl)/CN2N=C(N=N2)[N+](=O)[O-],Active,67,,,=,0.184,1.14,0,-100,0.82,14,-100.9,-38,-47.8,-72.3,,-73.6,,-77.1,-94.6,-100.9
3467,24799612,16191283,C1CN(CCC1C2=CC=NC=C2)CC3=NC(=NO3)C(C4=CC=CC=C4)C5=CC=CC=C5,Active,60,,,=,0.943,1.095,-14,-100,3.01,14,-100.1,-16.7,-8.2,-24.2,,-44.7,,-86.8,-97.6,-100.1
3468,3717109,2594234,CN1C=CC=C1C(=O)NC2=NC(=CS2)C3=CC=CC=N3,Active,56,,,=,2.277,1.166,25,-100,4,11,-96,38.8,35.3,36.9,,36.3,,31.4,-96,
3469,22416711,2790788,CC1=CC(=C2C(=C1)C(=CC(=N2)C)NC3=CC=CC(=C3)C(=O)C)C.Cl,Active,58,,,=,1.419,1.211,23.7,-100,1.11,13,-86.3,16.2,26.6,-6.4,-21.6,,-32.5,,-59.8,-86.3
3470,49644789,3101357,C1CN(C2=CC=CC=C21)C(=O)C3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],Active,62,,,=,0.7,1.073,0,-100,2.27,13,-101.4,-10.9,3.3,-22,-55.2,,-81.2,,-100.4,-101.4
3471,22412218,1819338,C1CCN(C1)CCCCCOC2=C(C=C(C=C2)Cl)Br,Active,66,,,=,0.231,1.103,0,-104.1,0.96,14,-100.2,-31.2,-48,-65.9,,-80.5,,-85.7,-97.9,-100.2
3472,47200026,2994655,C1=CC=C2C(=C1)C=CC(=C2Cl)OCCCN3C=CN=C3.Cl,Active,61,,,=,0.708,1.055,2.1,-98.9,4,13,-101.5,1.8,-2.3,-0.2,-56.1,,-92,,-98.9,-101.5
3473,47198248,1377281,CC1=C(C(=CC=C1)N2CCN(CC2)CC3=CC=C(O3)[N+](=O)[O-])C,Active,59,,,=,1.359,1.094,0,-100,1.66,14,-92.2,-6.9,-9.7,1.5,,-36.2,,-54.9,-78.3,-92.2
3474,24815370,46372179,CC1=CC(=CC=C1)CN2C=CC=C2/C=N/NC(=S)NC3=CC=CC=C3SC,Active,56,,,=,2.353,1.181,0,-100,1.38,14,-93.5,9.4,-2.2,-11.8,,-31.6,,-30.5,-45.3,-93.5
3475,24820293,1471035,CC1=CC(=NC(=C1S(=O)(=O)C2=C(C=C(C=C2)Cl)C)Cl)C,Active,65,,,=,0.336,1.045,-10.7,-101.7,2.87,14,-100.7,-11.7,-29.4,-61.4,,-99,,-100.7,-100.3,-100.1
3476,17508478,5286607,C1CCN(CC1)C2=C(C=C(C=C2)/C=C(\C#N)/C3=NN(C(=C3C#N)N)C4=CC=CC=C4)[N+](=O)[O-],Active,57,,,=,1.809,1.096,6.8,-100,4,13,-94.8,6.9,3.8,7.6,6.1,,-24.8,,-93.5,-94.8
3477,24823007,5953874,C1=COC(=C1)/C=C\2/C(=O)N(C(=N)S2)C3=NC=CS3,Active,57,,,=,2.111,1.068,19,-100,4,13,-97.7,13.1,14,20.5,23.5,,2.1,,-84.7,-97.7
3478,24809278,861664,CC1=CN2C(=NC(=C2NC3CCCC3)C4=CC=NC=C4)C=C1,Active,56,,,=,2.288,1.079,-6.1,-100,4,14,-94.3,8.2,-7.2,-15.2,-12.9,,-17.6,,-78.6,-94.3
3479,49724037,20911432,CC1=C(C=C(C=C1)S(=O)(=O)C2=C3N=C(C4=CC=CC=C4N3N=N2)NC5CCN(CC5)CC6=CC=CC=C6)C,Active,59,,,=,1.237,1.132,0,-100,2.05,12,-97.6,13.7,-10.3,-13.1,-28.9,,-50,,-97.6,
3480,24786046,2974695,C1=CC(=CC(=C1)OCC2=CC=C(C=C2)F)CNCC3=CC=NC=C3.Cl,Active,52,,,=,6.987,1.061,13.7,-100,2.43,11,-32.7,15.3,9.8,17.7,12.1,,13,,0.3,-32.7
3481,24820540,1503535,C1=CC=C2C(=C1)C=C(O2)C(=O)CCNC3=CC=C(C=C3)F,Active,59,,,=,1.123,1.147,1.2,-100,1.3,14,-91.7,-5.2,-1.6,-23.7,-39.3,,-51.5,,-81.3,-91.7
3482,14737361,3376944,CC1=C(C=C(C=C1)NC(=O)N(CC2=CN=CC=C2)CC3=CC=CO3)C,Active,59,,,=,1.388,1.113,0.5,-98,2.18,14,-91.3,8.9,-6.7,-9.3,-18.9,,-50.3,,-87.3,-91.3
3483,7977731,1749332,CC1=CC(NC2=C1C=C(C=C2)OC(=O)CN3C(=O)CCC3=O)(C)C,Active,55,,,=,2.926,1.087,7.6,-100,3.34,14,-80,0.6,9.1,11.6,,1.2,,5,-55.8,-80
3484,24823907,16001413,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC=C(C=C3)CN4C(=O)C5=C(C=CC(=C5)N6CCOCC6)NC4=S,Active,60,,,=,1.07,1.072,-24.6,-101.6,3.39,14,-100.9,-25.7,-19.5,-32.2,-41,,-83.6,,-99.4,-100.9
3485,4260521,1538702,C1CN(CCN1CCC2=CC=CC=C2)C3=NC=NC4=C3C=NN4C5=CC=CC=C5,Active,56,,,=,2.384,1.291,20.6,-100,0.8,12,-48.7,14.2,1.8,2.1,,-21,,-22.7,-48.7,
